SKU,DataCadastroSistema,Categoria,DescricaoProduto,MarcaAparelho,Origem,PrecoVenda
3901,2014-07-25,Manutenção Bateria,Bateria de iPhone 5C,Apple,Estrangeira - Importação direta,50
3902,2014-07-25,Manutenção LCD/ Touch,Vidro c/ Touchscreen iPad Air (A1474 / A1475 / A1476) - Branca,Apple,Estrangeira - Importação direta,0
3903,2014-07-25,Manutenção LCD/ Touch,LCD iPad Air / 5,Apple,Estrangeira - Importação direta,0
3904,2014-07-25,Manutenção Microfone,Flex do Microfone iPad Air,Apple,Estrangeira - Importação direta,300
3905,2014-07-25,Manutenção Flex do Home,Flex do Botão Home iPad Air,Apple,Estrangeira - Importação direta,300
3906,2014-07-26,Manutenção Câmera,Câmera Frontal e Sensor de Proximidade - iPhone 5S/SE,Apple,Estrangeira - Importação direta,50
3969,2014-09-04,Manutenção Speaker,Speaker - iPhone 5S/SE,Apple,Estrangeira - Importação direta,400
4028,2014-09-24,Manutenção Vibra / Volume / Power,Flex Power e Volume iPad Air,Apple,Estrangeira - Importação direta,300
4030,2014-09-29,Manutenção Conector,Conector de Carga - iPad 4,Apple,Estrangeira - Importação direta,200
4031,2014-10-03,Manutenção Câmera,Câmera Traseira - iPhone 5C,Apple,Estrangeira - Importação direta,50
4032,2014-10-03,Manutenção Vibra / Volume / Power,Motor do Vibra - iPhone 5C,Apple,Estrangeira - Importação direta,150
4033,2014-10-03,Manutenção Câmera,Câmera Frontal e Sensor de Proximidade - iPhone 5C,Apple,Estrangeira - Importação direta,50
4034,2014-10-03,Manutenção Conector,Conector de Carga iPhone 5C- Preto,Apple,Estrangeira - Importação direta,400
4035,2014-10-03,Manutenção Vibra / Volume / Power,Flex Power/Volume/Vibra - iPhone 5C,Apple,Estrangeira - Importação direta,150
4053,2014-10-13,Manutenção Carcaça/Vidro Traseiro,Carcaça Galaxy S6 - Azul,Android,Estrangeira - Importação direta,100
4054,2014-10-14,Manutenção Flex do Fone,Flex P2 - iPad 3/4,Apple,Estrangeira - Importação direta,0
4056,2014-10-15,Manutenção Conector,Conector Galaxy S4,Android,Estrangeira - Importação direta,0
4074,2014-10-23,Manutenção LCD/ Touch,Vidro c/ Touchscreen e LCD para iPhone 6 - Preto,Apple,Estrangeira - Importação direta,0
4111,2014-10-28,Manutenção Carcaça/Vidro Traseiro,Carcaça iPhone 5C - Branco,Apple,Estrangeira - Importação direta,100
4112,2014-10-28,Manutenção Carcaça/Vidro Traseiro,Carcaça iPhone 5C - Azul,Apple,Estrangeira - Importação direta,100
4113,2014-10-28,Manutenção Carcaça/Vidro Traseiro,Carcaça iPhone 5C - Amarelo,Apple,Estrangeira - Importação direta,100
4114,2014-10-28,Manutenção Carcaça/Vidro Traseiro,Carcaça iPhone 5C - Verde,Apple,Estrangeira - Importação direta,100
4115,2014-10-28,Manutenção Botão,Tecla home iPod 5 - Preto,Apple,Estrangeira - Importação direta,50
4116,2014-10-28,Manutenção Botão,Tecla home iPod 5 - Preto,Apple,Estrangeira - Importação direta,50
4119,2014-10-28,Manutenção Vibra / Volume / Power,Flex Power   Volume iPod 5,Apple,Estrangeira - Importação direta,200
4120,2014-10-28,Manutenção Conector,Flex Conector iPod 5,Apple,Estrangeira - Importação direta,200
4140,2014-11-07,Manutenção Vibra / Volume / Power,Flex Volume iPad Air,Apple,Estrangeira - Importação direta,300
4141,2014-11-07,Manutenção Flex do Home,Flex Home - iPad Air,Apple,Estrangeira - Importação direta,0
4142,2014-11-07,Manutenção Microfone,Flex Microfone iPad Air,Apple,Estrangeira - Importação direta,0
4143,2014-11-07,Manutenção Carcaça/Vidro Traseiro,Carcaça iPad 2 3G,Apple,Estrangeira - Importação direta,100
4144,2014-11-07,Manutenção Carcaça/Vidro Traseiro,Carcaça iPad Mini 3G,Apple,Estrangeira - Importação direta,350
4145,2014-11-07,Manutenção Carcaça/Vidro Traseiro,Carcaça iPad 3 (A1430/1403),Apple,Estrangeira - Importação direta,0
4146,2014-11-07,Manutenção LCD/ Touch,LCD iPad Mini 2/3,Apple,Estrangeira - Importação direta,0
4147,2014-11-11,Manutenção Speaker,Speaker - iPhone 5C,Apple,Estrangeira - Importação direta,150
4148,2014-11-11,Manutenção Flex do Fone,Flex Fone iPad Air - Branco,Apple,Estrangeira - Importação direta,0
4149,2014-11-11,Manutenção Flex do Fone,Flex Fone iPad Air - Preto,Apple,Estrangeira - Importação direta,0
4151,2014-11-11,Manutenção Botão,Tecla do Home iPad Air - Preto,Apple,Estrangeira - Importação direta,50
4152,2014-11-11,Manutenção Botão,Tecla do Home iPad Air - Branco,Apple,Estrangeira - Importação direta,50
4156,2014-11-19,Manutenção Speaker,Speaker Galaxy Note 2,Android,Estrangeira - Importação direta,0
4160,2014-11-25,Manutenção Botão,Tecla Home iPhone 5C - Preto,Apple,Estrangeira - Importação direta,50
4161,2014-11-26,Manutenção Botão,Botão do Power interno Galaxy S3,Android,Estrangeira - Importação direta,0
4310,2014-12-01,Manutenção Carcaça/Vidro Traseiro,Carcaça iPhone 5S - Dourado,Apple,Estrangeira - Importação direta,100
4312,2014-12-04,Manutenção Carcaça/Vidro Traseiro,Carcaça iPhone 5S - Cinza Espacial,Apple,Estrangeira - Importação direta,200
4313,2014-12-05,Manutenção Câmera,Camera traseira Galaxy S4,Android,Estrangeira - Importação direta,0
4314,2014-12-05,Manutenção Câmera,Camera frontal Galaxy S4,Android,Estrangeira - Importação direta,0
4325,2014-12-15,Manutenção Aro,Aro Plástico iPad 2/3/4 - Branco,Apple,Estrangeira - Importação direta,50
4334,2014-12-17,Manutenção Botão,Botão Power iPhone 5C - Amarelo,Apple,Estrangeira - Importação direta,0
4335,2014-12-17,Manutenção Botão,Botão Vibra iPhone 5C - Amarelo,Apple,Estrangeira - Importação direta,0
4336,2014-12-17,Manutenção Botão,Botão Volume iPhone 5C - Amarelo,Apple,Estrangeira - Importação direta,0
4337,2014-12-17,Manutenção Botão,Botão Power iPhone 5C - Branco,Apple,Estrangeira - Importação direta,0
4338,2014-12-17,Manutenção Botão,Botão Vibra iPhone 5C - Branco,Apple,Estrangeira - Importação direta,0
4339,2014-12-17,Manutenção Botão,Botão Volume iPhone 5C - Branco,Apple,Estrangeira - Importação direta,0
4340,2014-12-17,Manutenção Botão,Botão Power iPhone 5C - Verde,Apple,Estrangeira - Importação direta,0
4341,2014-12-17,Manutenção Botão,Botão Vibra iPhone 5C - Verde,Apple,Estrangeira - Importação direta,0
4342,2014-12-17,Manutenção Botão,Botão Volume iPhone 5C - Verde,Apple,Estrangeira - Importação direta,0
4343,2014-12-17,Manutenção Botão,Botão Power iPhone 5C - Azul,Apple,Estrangeira - Importação direta,0
4344,2014-12-17,Manutenção Botão,Botão Vibra iPhone 5C - Azul,Apple,Estrangeira - Importação direta,0
4345,2014-12-17,Manutenção Botão,Botão Volume iPhone 5C - Azul,Apple,Estrangeira - Importação direta,0
4346,2014-12-17,Manutenção LCD/ Touch,Vidro c/ Touchscreen e LCD para iPhone 6 Plus - Preto,Apple,Estrangeira - Importação direta,0
4347,2014-12-17,Manutenção LCD/ Touch,Vidro c/ Touchscreen e LCD para iPhone 6 Plus - Branco,Apple,Estrangeira - Importação direta,0
4348,2014-12-17,Manutenção Vibra / Volume / Power,Flex Volume e Vibra - iPhone 6 Plus,Apple,Estrangeira - Importação direta,180
4349,2014-12-17,Manutenção Vibra / Volume / Power,Flex Power - iPhone 6 Plus,Apple,Estrangeira - Importação direta,180
4350,2014-12-17,Manutenção Câmera,Câmera Frontal e Sensor de Proximidade - iPhone 6 Plus,Apple,Estrangeira - Importação direta,0
4351,2014-12-17,Manutenção Câmera,Câmera Traseira - iPhone 6 Plus,Apple,Estrangeira - Importação direta,0
4352,2014-12-17,Manutenção Vibra / Volume / Power,Motor do Vibra - iPhone 6 Plus,Apple,Estrangeira - Importação direta,180
4353,2014-12-17,Manutenção Alto Falante,Alto-Falante iPhone 6 Plus,Apple,Estrangeira - Importação direta,150
4354,2014-12-17,Manutenção Flex do Home,Flex Home iPhone 6 Plus - Preto,Apple,Estrangeira - Importação direta,180
4355,2014-12-17,Manutenção Flex do Home,Flex Home iPhone 6 Plus - Prata,Apple,Estrangeira - Importação direta,180
4356,2014-12-17,Manutenção Flex do Home,Flex Home iPhone 6 Plus - Dourado,Apple,Estrangeira - Importação direta,500
4357,2014-12-17,Manutenção Conector,Conector de Carga iPhone 6 Plus - Branco,Apple,Estrangeira - Importação direta,0
4358,2014-12-17,Manutenção Conector,Conector de Carga iPhone 6 Plus - Cinza Claro,Apple,Estrangeira - Importação direta,200
4359,2014-12-17,Manutenção Conector,Conector de Carga iPhone 6 Plus - Cinza Escuro,Apple,Estrangeira - Importação direta,0
4360,2014-12-17,Manutenção Conector,Conector + Flex Fone iPhone 6 Plus - Cinza Claro,Apple,Estrangeira - Importação direta,0
4361,2014-12-17,Manutenção LCD/ Touch,Vidro c/ Touchscreen e LCD para iPhone 6 - Branco,Apple,Estrangeira - Importação direta,0
4362,2014-12-17,Manutenção Vibra / Volume / Power,Flex Volume e Vibra - iPhone 6,Apple,Estrangeira - Importação direta,180
4363,2014-12-17,Manutenção Vibra / Volume / Power,Flex Power - iPhone 6,Apple,Estrangeira - Importação direta,400
4364,2014-12-17,Manutenção Câmera,Câmera Frontal e Sensor de Proximidade - iPhone 6,Apple,Estrangeira - Importação direta,0
4365,2014-12-17,Manutenção Câmera,Câmera Traseira - iPhone 6,Apple,Estrangeira - Importação direta,150
4366,2014-12-17,Manutenção Vibra / Volume / Power,Motor do Vibra - iPhone 6,Apple,Estrangeira - Importação direta,200
4367,2014-12-17,Manutenção Speaker,Speaker - iPhone 6,Apple,Estrangeira - Importação direta,180
4368,2014-12-17,Manutenção Flex do Home,Flex Home iPhone 6 - Preto,Apple,Estrangeira - Importação direta,200
4372,2014-12-19,Manutenção Carcaça/Vidro Traseiro,Carcaça iPhone 5C - Coral,Apple,Estrangeira - Importação direta,100
4373,2014-12-19,Manutenção Sim Tray,Simtray iPhone 5C - Branco,Apple,Estrangeira - Importação direta,0
4374,2014-12-19,Manutenção Sim Tray,Simtray iPhone 5C - Verde,Apple,Estrangeira - Importação direta,50
4376,2014-12-19,Manutenção Sim Tray,Simtray iPhone 5C - Azul,Apple,Estrangeira - Importação direta,50
4379,2014-12-19,Manutenção iPhone 5S,Tampa Traseira Aro iPhone 5S - Prata,Apple,Estrangeira - Importação direta,0
4380,2014-12-19,Manutenção Bateria,Bateria de iPhone 6S,Apple,Nacional,180
4382,2014-12-19,Manutenção Câmera,Câmera Frontal e Sensor de Proximidade - iPhone 5,Apple,Estrangeira - Importação direta,50
4395,2014-12-26,Manutenção Vibra / Volume / Power,Motor do Vibra - iPhone 5S/SE,Apple,Estrangeira - Importação direta,200
4434,2015-01-08,Manutenção Speaker,Speaker - iPad Mini,Apple,Estrangeira - Importação direta,250
4456,2015-01-19,Manutenção Flex do Home,Flex Home iPhone 6 - Prata,Apple,Estrangeira - Importação direta,100
4457,2015-01-19,Manutenção Flex do Home,Flex Home iPhone 6 - Dourado,Apple,Estrangeira - Importação direta,100
4459,2015-01-19,Manutenção Conector,Conector de Carga iPhone 6 - Branco,Apple,Estrangeira - Importação direta,0
4460,2015-01-19,Manutenção Conector,Conector de Carga iPhone 6 - Cinza Escuro,Apple,Estrangeira - Importação direta,180
4480,2015-01-31,Manutenção Sim Tray,Simtray iPad Mini/Air - Prata,Apple,Estrangeira - Importação direta,50
4483,2015-02-02,Manutenção Sim Tray,Simtray iPhone 5C - Branco,Apple,Estrangeira - Importação direta,50
4497,2015-02-07,Manutenção Bateria,Bateria de iPhone 6,Apple,Nacional,180
4499,2015-02-12,Manutenção Conector,Conector de Carga iPhone 6 - Cinza Claro,Apple,Estrangeira - Importação direta,0
4520,2015-02-25,Manutenção Carcaça/Vidro Traseiro,Carcaça iPad 4 3G,Apple,Estrangeira - Importação direta,100
4521,2015-02-25,Manutenção Carcaça/Vidro Traseiro,Carcaça iPad 4,Apple,Estrangeira - Importação direta,0
4541,2015-03-16,Manutenção LCD/ Touch,Vidro touchscreen Galaxy S4 Mini - Preto,Android,Estrangeira - Importação direta,0
4548,2015-03-19,Manutenção LCD/ Touch,Vidro Touchscreen e LCD Galaxy Note 2 i9200 - Branco,Android,Estrangeira - Importação direta,0
4550,2015-03-25,Manutenção Microfone,Microfone - iPad 3,Apple,Estrangeira - Importação direta,0
4600,2015-04-30,Manutenção Conector,Conector de Carga iPad Air - Branco,Apple,Estrangeira - Importação direta,0
4621,2015-05-13,Manutenção Sim Tray,Simtray iPhone 5s - Dourado,Apple,Estrangeira - Importação direta,50
4622,2015-05-13,Manutenção Sim Tray,Simtray iPhone 5s - Prata,Apple,Nacional,50
4623,2015-05-13,Manutenção Sim Tray,Simtray iPhone 5s - Cinza Espacial,Apple,Estrangeira - Importação direta,50
4652,2015-05-16,Manutenção Vibra / Volume / Power,Motor do Vibra Galaxy S3,Android,Estrangeira - Importação direta,0
4658,2015-05-26,Manutenção Alto Falante,Alto-Falante iPhone 6,Apple,Estrangeira - Importação direta,150
4660,2015-06-03,Manutenção Câmera,Camera Frontal iPad 4,Apple,Estrangeira - Importação direta,50
4662,2015-06-12,Manutenção Flex do Home,Flex Home - iPod 5,Apple,Estrangeira - Importação direta,0
4686,2015-07-11,Manutenção Sim Tray,Simtray iPhone 6 / 6 Plus - Dourado,Apple,Estrangeira - Importação direta,50
4687,2015-07-11,Manutenção Sim Tray,Simtray iPhone 6 / 6 Plus - Prata,Apple,Estrangeira - Importação direta,50
4688,2015-07-11,Manutenção Sim Tray,Simtray iPhone 6 / 6 Plus - Cinza Espacial,Apple,Estrangeira - Importação direta,50
4700,2015-07-27,Manutenção Câmera,Câmera Traseira - iPad 3/4,Apple,Estrangeira - Importação direta,0
4725,2015-09-11,Manutenção Carcaça/Vidro Traseiro,Carcaça iPhone 6 - Prata,Apple,Estrangeira - Importação direta,150
4726,2015-09-11,Manutenção Carcaça/Vidro Traseiro,Carcaça iPhone 6 - Cinza Espacial,Apple,Estrangeira - Importação direta,150
4727,2015-09-11,Manutenção Carcaça/Vidro Traseiro,Carcaça iPhone 6 - Dourada,Apple,Estrangeira - Importação direta,150
4728,2015-09-16,Manutenção Bateria,Bateria de iPhone 6 Plus,Apple,Nacional,150
4750,2015-10-09,Manutenção Conector,Conector de Carga iPhone 4 - Preto,Apple,Estrangeira - Importação direta,300
4751,2015-10-09,Manutenção Conector,Conector de Carga iPhone 4S - Branco,Apple,Estrangeira - Importação direta,80
4757,2015-10-29,Manutenção,Reparo de Acessórios Com Prazo de Garantia Expirado ou Garantia Negada,Android,Estrangeira - Importação direta,50
4765,2015-11-18,Manutenção,Troca de Placa Logica iPhone 5S 16Gb,Apple,Estrangeira - Importação direta,0
4766,2015-11-18,Manutenção LCD/ Touch,Vidro Touchscreen e LCD Galaxy S6 - Azul,Android,Estrangeira - Importação direta,0
4767,2015-11-18,Manutenção LCD/ Touch,Vidro Touchscreen e LCD Galaxy S6 - Branco,Android,Estrangeira - Importação direta,0
4768,2015-11-18,Manutenção LCD/ Touch,Vidro Touchscreen e LCD Galaxy S6 Edge - Branco,Android,Estrangeira - Importação direta,0
4769,2015-11-18,Manutenção LCD/ Touch,Vidro Touchscreen e LCD Galaxy S6 Edge - Dourado,Android,Estrangeira - Importação direta,0
4784,2015-11-26,Manutenção Sim Tray,Simtray iPhone 6 - Cinza Espacial,Apple,Estrangeira - Importação direta,0
4785,2015-11-26,Manutenção Sim Tray,Simtray iPhone 6 - Prata,Apple,Estrangeira - Importação direta,0
4786,2015-11-26,Manutenção Sim Tray,Simtray iPhone 6 - Dourado,Apple,Estrangeira - Importação direta,0
4789,2015-12-05,Manutenção Carcaça/Vidro Traseiro,Tampa Traseira Galaxy S6 Edge - Dourado,Android,Estrangeira - Importação direta,0
4790,2015-12-05,Manutenção Conector,Conector Galaxy S6 Edge,Android,Estrangeira - Importação direta,0
4821,2015-12-09,Manutenção Bateria,Comp Bateria iPhone 6,Apple,Estrangeira - Importação direta,200
4882,2015-12-16,Manutenção Alto Falante,Alto-Falante iPhone 5C,Apple,Estrangeira - Importação direta,50
4884,2015-12-29,Manutenção LCD/ Touch,Vidro c/ Touchscreen e LCD para iPhone 6 Plus - Preto / Vila Velha,Apple,Estrangeira - Importação direta,0
4885,2015-12-30,Manutenção Sim Tray,Simtray iPhone 5C - Amarelo,Apple,Estrangeira - Importação direta,50
4886,2015-12-30,Manutenção Sim Tray,Simtray iPhone 5C - Coral,Apple,Estrangeira - Importação direta,300
4919,2016-01-15,Manutenção Botão,Tecla home iPad 1 - Preto,Apple,Estrangeira - Importação direta,50
4920,2016-01-15,Manutenção Botão,Tecla Home iPad 3/4 - Branco,Apple,Estrangeira - Importação direta,50
4921,2016-01-15,Manutenção Botão,Tecla home iPad 3/4 - Preto,Apple,Estrangeira - Importação direta,50
4922,2016-01-15,Manutenção Botão,Tecla home iPad Air - Branco,Apple,Estrangeira - Importação direta,0
4923,2016-01-15,Manutenção Botão,Tecla home iPad Air - Preto,Apple,Estrangeira - Importação direta,0
4924,2016-01-15,Manutenção Botão,x,Android,Estrangeira - Importação direta,0
4925,2016-01-15,Manutenção Botão,Botão home iPad Mini - Branco,Apple,Estrangeira - Importação direta,50
4926,2016-01-15,Manutenção Flex do Home,Flex home 5C,Android,Estrangeira - Importação direta,250
4931,2016-01-18,Manutenção LCD/ Touch,Vidro c/ Touchscreen e LCD iPhone 5C - Preto / Vila Velha,Apple,Estrangeira - Importação direta,0
4938,2016-01-21,Manutenção Conector,Conector Galaxy S5,Android,Estrangeira - Importação direta,0
4980,2016-01-29,Manutenção Flex do Home,Flex Home - iPhone 5C,Apple,Estrangeira - Importação direta,100
4981,2016-01-29,Manutenção Speaker,Speaker - iPhone 6 Plus,Apple,Estrangeira - Importação direta,180
5022,2016-02-12,Manutenção LCD/ Touch,Vidro c/ Touchscreen e LCD para iPhone 6S - Preto,Apple,Estrangeira - Importação direta,0
5023,2016-02-12,Manutenção LCD/ Touch,Vidro c/ Touchscreen e LCD para iPhone 6S - Branco,Apple,Estrangeira - Importação direta,0
5024,2016-02-12,Manutenção Botão,Comp Botão Home iPhone 5,Apple,Estrangeira - Importação direta,50
5049,2016-02-23,Manutenção Carcaça/Vidro Traseiro,Carcaça iPhone 6 Plus - Cinza Espacial,Apple,Estrangeira - Importação direta,150
5064,2016-02-29,Manutenção Sim Tray,Simtray iPad Mini/Air - Cinza Espacial,Apple,Nacional,50
5702,2016-04-07,Manutenção Carcaça/Vidro Traseiro,Carcaça iPhone 6S - Prata,Apple,Estrangeira - Importação direta,150
5703,2016-04-07,Manutenção Carcaça/Vidro Traseiro,Carcaça iPhone 6S - Dourado,Apple,Estrangeira - Importação direta,150
5704,2016-04-07,Manutenção Carcaça/Vidro Traseiro,Carcaça iPhone 6S - Cinza Espacial,Apple,Estrangeira - Importação direta,150
5705,2016-04-07,Manutenção Carcaça/Vidro Traseiro,Carcaça iPhone 6S - Rose Gold,Apple,Estrangeira - Importação direta,150
6331,2016-05-13,Manutenção LCD/ Touch,Vidro c/ Touchscreen e LCD para iPhone 6S Plus - Preto,Apple,Estrangeira - Importação direta,0
6332,2016-05-13,Manutenção LCD/ Touch,Vidro c/ Touchscreen e LCD para iPhone 6S Plus - Branco,Apple,Estrangeira - Importação direta,0
